Timestamp,TradeID,Direction,Entry,Exit,Outcome,Pips,HighTouch,LowTouch
2025-06-16 20:50:51,Jump 75 Index_20250615143830,BUY,15937.47,16206.65,TP1,269.1800000000003,16070.53,15934.41
2025-06-21 06:48:02,Jump 75 Index_20250620223402,SELL,16753.69,16563.74,TP1,189.9499999999971,16753.93,16563.98,1,WIN
2025-06-21 06:49:39,Jump 75 Index_20250620223402,SELL,16753.69,16446.3509,TP2,307.3390999999974,16753.93,16563.98,2,WIN
