Timestamp,TradeID,Direction,Entry,Exit,Outcome,Pips,HighTouch,LowTouch
2025-06-17 00:19:24,CHFJPY_20250616212343,SELL,177.845,177.913,SL,-0.06800000000001205,177.856,177.652
