Timestamp,TradeID,Direction,Entry,Exit,Outcome,Pips,HighTouch,LowTouch
2025-06-16 23:31:29,USDCAD_20250616231943,BUY,1.3569,1.35725,TP1,0.0003500000000000725,1.35714,1.35679
2025-06-16 23:46:20,USDCAD_20250616231943,BUY,1.3569,1.35747,TP2,0.0005699999999999594,1.35714,1.35679
2025-06-17 00:05:30,USDCAD_20250616231943,BUY,1.3569,1.35782,TP3,0.0009200000000000319,1.35714,1.35679
