Timestamp,TradeID,Direction,Entry,Exit,Outcome,Pips,HighTouch,LowTouch
2025-06-16 23:34:09,USDMXN_20250616232504,SELL,18.90582,18.90742,SL,-0.0015999999999998238,18.9101,18.9053
2025-06-17 00:02:43,USDMXN_20250616234650,SELL,18.91504,18.91881,SL,-0.003769999999999385,18.91932,18.908
