Timestamp,TradeID,Direction,Entry,Exit,Outcome,Pips,HighTouch,LowTouch
2025-06-16 23:04:54,NZDUSD_20250616224546,BUY,0.60533,0.60601,TP1,0.0006800000000000139,0.60589,0.60521
2025-06-16 23:58:55,NZDUSD_20250616224546,BUY,0.60533,0.6051,SL,-0.0002300000000000635,0.60589,0.60521
