Timestamp,TradeID,Direction,Entry,Exit,Outcome,Pips,HighTouch,LowTouch
2025-06-16 21:07:50,GBPUSD_20250616210437,BUY,1.35842,1.35791,SL,-0.0005100000000000104,1.35813,1.3566
2025-06-16 23:35:13,GBPUSD_20250616233230,BUY,1.35736,1.35713,SL,-0.00022999999999995246,1.35795,1.35725
2025-06-17 00:52:34,GBPUSD_20250617005015,SELL,1.35622,1.35641,SL,-0.00018999999999991246,1.35628,1.35572
