Timestamp,TradeID,Direction,Entry,Exit,Outcome,Pips,HighTouch,LowTouch
2025-06-16 20:39:19,Volatility 50 (1s) Index_20250615130157,BUY,203176.54,204648.77,TP1,1472.2299999999814,203896.04,203143.31
2025-06-16 20:39:54,Volatility 50 (1s) Index_20250615130157,BUY,203176.54,205113.95714,TP2,1937.417140000005,203896.04,203143.31
2025-06-16 20:40:29,Volatility 50 (1s) Index_20250615130157,BUY,203176.54,205866.68714,TP3,2690.1471399999864,203896.04,203143.31
2025-06-16 20:41:03,Volatility 50 (1s) Index_20250615130157,BUY,203176.54,207084.60428,TP4,3908.0642799999914,203896.04,203143.31
2025-06-16 20:41:37,Volatility 50 (1s) Index_20250615130157,BUY,203176.54,207084.60428,ALL_TP,3908.0642799999914,203896.04,203143.31
2025-06-16 23:43:15,Volatility 50 (1s) Index_20250616232122,BUY,206494.77,207327.18,TP1,832.4100000000035,207293.95,206461.54
2025-06-17 00:42:07,Volatility 50 (1s) Index_20250616232122,BUY,206494.77,207841.60938,TP2,1346.8393800000194,207293.95,206461.54
2025-06-17 01:03:36,Volatility 50 (1s) Index_20250616232122,BUY,206494.77,208674.01938,TP3,2179.249380000023,207293.95,206461.54
